State,District,Season,Crop,Year,Area,Production,Yield
Telangana,Mulugu,Kharif,Maize,2018,1629.0,11077.0,6.8
Telangana,Mulugu,Kharif,Maize,2019,1479.0,9753.0,6.59
Telangana,Mulugu,Kharif,Maize,2020,69.0,318.0,4.61
Telangana,Mulugu,Kharif,Maize,2021,768.0,3674.0,4.78
Telangana,Mulugu,Kharif,Maize,2022,394.0,1230.0,3.12
Telangana,Mulugu,Rabi,Maize,2018,2394.0,17459.0,7.29
Telangana,Mulugu,Rabi,Maize,2019,2631.0,28830.0,10.96
Telangana,Mulugu,Rabi,Maize,2020,2020.0,16904.0,8.37
Telangana,Mulugu,Rabi,Maize,2021,1628.0,15017.0,9.22
Telangana,Mulugu,Rabi,Maize,2022,2048.0,12945.0,6.32
Telangana,Nagarkurnool,Kharif,Maize,2018,58462.0,37474.0,0.64
Telangana,Nagarkurnool,Kharif,Maize,2019,33607.0,86119.0,2.56
Telangana,Nagarkurnool,Kharif,Maize,2020,5394.0,16091.0,2.98
Telangana,Nagarkurnool,Kharif,Maize,2021,20537.0,54893.0,2.67
Telangana,Nagarkurnool,Kharif,Maize,2022,14906.0,66034.0,4.43
Telangana,Nagarkurnool,Rabi,Maize,2018,260.0,1691.0,6.5
Telangana,Nagarkurnool,Rabi,Maize,2019,2798.0,19388.0,6.93
Telangana,Nagarkurnool,Rabi,Maize,2020,3225.0,25300.0,7.84
Telangana,Nagarkurnool,Rabi,Maize,2021,4346.0,21561.0,4.96
Telangana,Nagarkurnool,Rabi,Maize,2022,8478.0,45120.0,5.32
Telangana,Nalgonda,Kharif,Maize,2018,14.0,43.0,3.07
Telangana,Nalgonda,Kharif,Maize,2019,31.0,151.0,4.87
Telangana,Nalgonda,Kharif,Maize,2020,11.0,49.0,4.45
Telangana,Nalgonda,Kharif,Maize,2021,68.0,310.0,4.56
Telangana,Nalgonda,Kharif,Maize,2022,25.0,114.0,4.56
Telangana,Nalgonda,Rabi,Maize,2018,16.0,104.0,6.5
Telangana,Nalgonda,Rabi,Maize,2019,26.0,180.0,6.92
Telangana,Nalgonda,Rabi,Maize,2020,31.0,244.0,7.87
Telangana,Nalgonda,Rabi,Maize,2021,126.0,931.0,7.39
Telangana,Nalgonda,Rabi,Maize,2022,132.0,859.0,6.51
Telangana,Narayanapet,Kharif,Maize,2018,1124.0,1351.0,1.2
Telangana,Narayanapet,Kharif,Maize,2019,380.0,1841.0,4.84
Telangana,Narayanapet,Kharif,Maize,2020,1.0,6.0,6.0
Telangana,Narayanapet,Kharif,Maize,2021,162.0,738.0,4.56
Telangana,Narayanapet,Kharif,Maize,2022,106.0,483.0,4.56
Telangana,Narayanapet,Rabi,Maize,2019,32.0,222.0,6.94
Telangana,Narayanapet,Rabi,Maize,2020,27.0,209.0,7.74
Telangana,Narayanapet,Rabi,Maize,2021,108.0,798.0,7.39
Telangana,Narayanapet,Rabi,Maize,2022,30.0,195.0,6.5
Telangana,Nirmal,Kharif,Maize,2018,7781.0,47542.0,6.11
Telangana,Nirmal,Kharif,Maize,2019,13355.0,109365.0,8.19
Telangana,Nirmal,Kharif,Maize,2020,3565.0,23868.0,6.7
Telangana,Nirmal,Kharif,Maize,2021,9512.0,59970.0,6.3
Telangana,Nirmal,Kharif,Maize,2022,11270.0,52924.0,4.7
Telangana,Nirmal,Rabi,Maize,2018,15269.0,126336.0,8.27
Telangana,Nirmal,Rabi,Maize,2019,33025.0,290606.0,8.8
Telangana,Nirmal,Rabi,Maize,2020,19378.0,177863.0,9.18
Telangana,Nirmal,Rabi,Maize,2021,29437.0,271026.0,9.21
Telangana,Nirmal,Rabi,Maize,2022,33926.0,278329.0,8.2
Telangana,Nizamabad,Kharif,Maize,2018,20788.0,118512.0,5.7
Telangana,Nizamabad,Kharif,Maize,2019,22237.0,142598.0,6.41
Telangana,Nizamabad,Kharif,Maize,2020,8598.0,47385.0,5.51
Telangana,Nizamabad,Kharif,Maize,2021,13960.0,89972.0,6.44
Telangana,Nizamabad,Kharif,Maize,2022,15183.0,89595.0,5.9
Telangana,Nizamabad,Rabi,Maize,2018,6149.0,35461.0,5.77
Telangana,Nizamabad,Rabi,Maize,2019,13340.0,79250.0,5.94
Telangana,Nizamabad,Rabi,Maize,2020,2142.0,13402.0,6.26
Telangana,Nizamabad,Rabi,Maize,2021,5055.0,41486.0,8.21
Telangana,Nizamabad,Rabi,Maize,2022,9694.0,82128.0,8.47
Telangana,Peddapalli,Kharif,Maize,2018,1624.0,10740.0,6.61
Telangana,Peddapalli,Kharif,Maize,2019,1717.0,14216.0,8.28
Telangana,Peddapalli,Kharif,Maize,2020,255.0,1242.0,4.87
Telangana,Peddapalli,Kharif,Maize,2021,719.0,3419.0,4.76
Telangana,Peddapalli,Kharif,Maize,2022,375.0,2277.0,6.07
Telangana,Peddapalli,Rabi,Maize,2018,3434.0,22702.0,6.61
Telangana,Peddapalli,Rabi,Maize,2019,3704.0,26257.0,7.09
Telangana,Peddapalli,Rabi,Maize,2020,3850.0,27558.0,7.16
Telangana,Peddapalli,Rabi,Maize,2021,4943.0,32500.0,6.57
Telangana,Peddapalli,Rabi,Maize,2022,4723.0,33425.0,7.08
Telangana,Rajanna,Kharif,Maize,2018,988.0,5091.0,5.15
Telangana,Rajanna,Kharif,Maize,2019,1594.0,11199.0,7.03
Telangana,Rajanna,Kharif,Maize,2020,349.0,1888.0,5.41
Telangana,Rajanna,Kharif,Maize,2021,1012.0,4622.0,4.57
Telangana,Rajanna,Kharif,Maize,2022,619.0,3473.0,5.61
Telangana,Rajanna,Rabi,Maize,2018,405.0,2721.0,6.72
Telangana,Rajanna,Rabi,Maize,2019,525.0,3628.0,6.91
Telangana,Rajanna,Rabi,Maize,2020,305.0,2409.0,7.9
Telangana,Rajanna,Rabi,Maize,2021,876.0,4587.0,5.24
Telangana,Rajanna,Rabi,Maize,2022,314.0,2417.0,7.7
Telangana,Rangareddi,Kharif,Maize,2018,47687.0,34001.0,0.71
Telangana,Rangareddi,Kharif,Maize,2019,43348.0,144071.0,3.32
Telangana,Rangareddi,Kharif,Maize,2020,11121.0,36086.0,3.24
Telangana,Rangareddi,Kharif,Maize,2021,30025.0,107580.0,3.58
Telangana,Rangareddi,Kharif,Maize,2022,29022.0,100619.0,3.47
Telangana,Rangareddi,Rabi,Maize,2018,924.0,3020.0,3.27
Telangana,Rangareddi,Rabi,Maize,2019,952.0,3490.0,3.67
Telangana,Rangareddi,Rabi,Maize,2020,1096.0,7317.0,6.68
Telangana,Rangareddi,Rabi,Maize,2021,4105.0,24326.0,5.93
Telangana,Rangareddi,Rabi,Maize,2022,5475.0,40154.0,7.33
Telangana,Sangareddy,Kharif,Maize,2018,13338.0,42041.0,3.15
Telangana,Sangareddy,Kharif,Maize,2019,11947.0,53640.0,4.49
Telangana,Sangareddy,Kharif,Maize,2020,1514.0,5532.0,3.65
Telangana,Sangareddy,Kharif,Maize,2021,9354.0,32309.0,3.45
Telangana,Sangareddy,Kharif,Maize,2022,7349.0,29043.0,3.95
Telangana,Sangareddy,Rabi,Maize,2018,880.0,2459.0,2.79
Telangana,Sangareddy,Rabi,Maize,2019,1114.0,3978.0,3.57
Telangana,Sangareddy,Rabi,Maize,2020,625.0,3057.0,4.89
Telangana,Sangareddy,Rabi,Maize,2021,2014.0,6455.0,3.21
Telangana,Sangareddy,Rabi,Maize,2022,2384.0,8857.0,3.72
Telangana,Siddipet,Kharif,Maize,2018,62873.0,162904.0,2.59
Telangana,Siddipet,Kharif,Maize,2019,50005.0,215499.0,4.31
Telangana,Siddipet,Kharif,Maize,2020,4935.0,22105.0,4.48
Telangana,Siddipet,Kharif,Maize,2021,19002.0,72496.0,3.82
Telangana,Siddipet,Kharif,Maize,2022,15072.0,76325.0,5.06
Telangana,Siddipet,Rabi,Maize,2018,7306.0,31942.0,4.37
Telangana,Siddipet,Rabi,Maize,2019,9085.0,49769.0,5.48
Telangana,Siddipet,Rabi,Maize,2020,3751.0,28375.0,7.56
Telangana,Siddipet,Rabi,Maize,2021,6982.0,36572.0,5.24
Telangana,Siddipet,Rabi,Maize,2022,6895.0,34978.0,5.07
Telangana,Suryapet,Kharif,Maize,2018,17.0,53.0,3.12
Telangana,Suryapet,Kharif,Maize,2019,11.0,53.0,4.82
Telangana,Suryapet,Kharif,Maize,2020,17.0,79.0,4.65
Telangana,Suryapet,Kharif,Maize,2021,11.0,50.0,4.55
Telangana,Suryapet,Kharif,Maize,2022,5.0,23.0,4.6
Telangana,Suryapet,Rabi,Maize,2018,68.0,442.0,6.5
Telangana,Suryapet,Rabi,Maize,2019,85.0,592.0,6.96
Telangana,Suryapet,Rabi,Maize,2020,96.0,736.0,7.67
Telangana,Suryapet,Rabi,Maize,2021,43.0,158.0,3.67
Telangana,Suryapet,Rabi,Maize,2022,211.0,1374.0,6.51
Telangana,Vikarabad,Kharif,Maize,2018,25546.0,82948.0,3.25
Telangana,Vikarabad,Kharif,Maize,2019,29506.0,153476.0,5.2
Telangana,Vikarabad,Kharif,Maize,2020,4705.0,20638.0,4.39
Telangana,Vikarabad,Kharif,Maize,2021,29194.0,132541.0,4.54
Telangana,Vikarabad,Kharif,Maize,2022,26026.0,110246.0,4.24
Telangana,Vikarabad,Rabi,Maize,2018,385.0,2503.0,6.5
Telangana,Vikarabad,Rabi,Maize,2019,2436.0,16883.0,6.93
Telangana,Vikarabad,Rabi,Maize,2020,1896.0,14873.0,7.84
Telangana,Vikarabad,Rabi,Maize,2021,2337.0,10776.0,4.61
Telangana,Vikarabad,Rabi,Maize,2022,2752.0,10708.0,3.89
Telangana,Wanaparthy,Kharif,Maize,2018,9682.0,28601.0,2.95
Telangana,Wanaparthy,Kharif,Maize,2019,6804.0,35742.0,5.25
Telangana,Wanaparthy,Kharif,Maize,2020,3236.0,11698.0,3.61
Telangana,Wanaparthy,Kharif,Maize,2021,4704.0,18472.0,3.93
Telangana,Wanaparthy,Kharif,Maize,2022,5641.0,27883.0,4.94
Telangana,Wanaparthy,Rabi,Maize,2018,10.0,65.0,6.5
Telangana,Wanaparthy,Rabi,Maize,2019,153.0,1063.0,6.95
Telangana,Wanaparthy,Rabi,Maize,2020,119.0,936.0,7.87
Telangana,Wanaparthy,Rabi,Maize,2021,107.0,477.0,4.46
Telangana,Wanaparthy,Rabi,Maize,2022,461.0,3002.0,6.51
Telangana,Warangal,Kharif,Maize,2018,17391.0,111685.0,6.42
Telangana,Warangal,Kharif,Maize,2019,18370.0,106633.0,5.8
Telangana,Warangal,Kharif,Maize,2020,1402.0,5606.0,4.0
Telangana,Warangal,Kharif,Maize,2021,8586.0,54747.0,6.38
Telangana,Warangal,Kharif,Maize,2022,5664.0,30857.0,5.45
Telangana,Warangal,Rabi,Maize,2018,16340.0,143580.0,8.79
Telangana,Warangal,Rabi,Maize,2019,44730.0,305842.0,6.84
Telangana,Warangal,Rabi,Maize,2020,42957.0,299938.0,6.98
Telangana,Warangal,Rabi,Maize,2021,34085.0,277281.0,8.13
Telangana,Warangal,Rabi,Maize,2022,35781.0,215831.0,6.03
Telangana,Warangal urban,Kharif,Maize,2018,6717.0,28856.0,4.3
Telangana,Warangal urban,Kharif,Maize,2019,9843.0,53973.0,5.48
Telangana,Warangal urban,Kharif,Maize,2020,376.0,2625.0,6.98
Telangana,Warangal urban,Kharif,Maize,2021,2861.0,16371.0,5.72
Telangana,Warangal urban,Kharif,Maize,2022,1862.0,9848.0,5.29
Telangana,Warangal urban,Rabi,Maize,2018,10674.0,65709.0,6.16
Telangana,Warangal urban,Rabi,Maize,2019,16887.0,122469.0,7.25
Telangana,Warangal urban,Rabi,Maize,2020,12689.0,98013.0,7.72
Telangana,Warangal urban,Rabi,Maize,2021,22324.0,184798.0,8.28
Telangana,Warangal urban,Rabi,Maize,2022,18221.0,139336.0,7.65
Telangana,Yadadri,Kharif,Maize,2018,2059.0,4351.0,2.11
Telangana,Yadadri,Kharif,Maize,2019,1265.0,2691.0,2.13
Telangana,Yadadri,Kharif,Maize,2020,37.0,174.0,4.7
Telangana,Yadadri,Kharif,Maize,2021,60.0,273.0,4.55
Telangana,Yadadri,Kharif,Maize,2022,45.0,205.0,4.56
Telangana,Yadadri,Rabi,Maize,2018,31.0,202.0,6.52
Telangana,Yadadri,Rabi,Maize,2019,17.0,112.0,6.59
Telangana,Yadadri,Rabi,Maize,2020,8.0,70.0,8.75
Telangana,Yadadri,Rabi,Maize,2021,93.0,687.0,7.39
Telangana,Yadadri,Rabi,Maize,2022,12.0,78.0,6.5
Telangana,Adilabad,Kharif,Moong(Green Gram),2018,1253.0,1031.0,0.82
Telangana,Adilabad,Kharif,Moong(Green Gram),2019,765.0,499.0,0.65
Telangana,Adilabad,Kharif,Moong(Green Gram),2020,415.0,193.0,0.47
Telangana,Adilabad,Kharif,Moong(Green Gram),2021,471.0,189.0,0.4
Telangana,Adilabad,Kharif,Moong(Green Gram),2022,365.0,209.0,0.57
Telangana,Adilabad,Rabi,Moong(Green Gram),2018,3.0,3.0,1.0
Telangana,Adilabad,Rabi,Moong(Green Gram),2019,42.0,40.0,0.95
Telangana,Adilabad,Rabi,Moong(Green Gram),2020,213.0,203.0,0.95
Telangana,Adilabad,Rabi,Moong(Green Gram),2021,162.0,155.0,0.96
Telangana,Adilabad,Rabi,Moong(Green Gram),2022,81.0,55.0,0.68
Telangana,Bhadradri,Kharif,Moong(Green Gram),2018,128.0,81.0,0.63
Telangana,Bhadradri,Kharif,Moong(Green Gram),2019,77.0,61.0,0.79
Telangana,Bhadradri,Kharif,Moong(Green Gram),2020,210.0,87.0,0.41
Telangana,Bhadradri,Kharif,Moong(Green Gram),2021,88.0,9.0,0.1
Telangana,Bhadradri,Kharif,Moong(Green Gram),2022,80.0,25.0,0.31
Telangana,Bhadradri,Rabi,Moong(Green Gram),2018,493.0,402.0,0.82
Telangana,Bhadradri,Rabi,Moong(Green Gram),2019,393.0,283.0,0.72
Telangana,Bhadradri,Rabi,Moong(Green Gram),2020,325.0,309.0,0.95
Telangana,Bhadradri,Rabi,Moong(Green Gram),2021,1323.0,1406.0,1.06
Telangana,Bhadradri,Rabi,Moong(Green Gram),2022,358.0,304.0,0.85
Telangana,Jagitial,Kharif,Moong(Green Gram),2018,1066.0,583.0,0.55
Telangana,Jagitial,Kharif,Moong(Green Gram),2019,922.0,573.0,0.62
Telangana,Jagitial,Kharif,Moong(Green Gram),2020,688.0,594.0,0.86
Telangana,Jagitial,Kharif,Moong(Green Gram),2021,188.0,101.0,0.54
Telangana,Jagitial,Kharif,Moong(Green Gram),2022,52.0,21.0,0.4
Telangana,Jagitial,Rabi,Moong(Green Gram),2018,1229.0,1192.0,0.97
Telangana,Jagitial,Rabi,Moong(Green Gram),2019,403.0,441.0,1.09
Telangana,Jagitial,Rabi,Moong(Green Gram),2020,809.0,815.0,1.01
Telangana,Jagitial,Rabi,Moong(Green Gram),2021,1265.0,1042.0,0.82
Telangana,Jagitial,Rabi,Moong(Green Gram),2022,146.0,162.0,1.11
Telangana,Jangoan,Kharif,Moong(Green Gram),2018,641.0,333.0,0.52
Telangana,Jangoan,Kharif,Moong(Green Gram),2019,728.0,653.0,0.9
Telangana,Jangoan,Kharif,Moong(Green Gram),2020,1085.0,35.0,0.03
Telangana,Jangoan,Kharif,Moong(Green Gram),2021,529.0,293.0,0.55
Telangana,Jangoan,Kharif,Moong(Green Gram),2022,487.0,239.0,0.49
Telangana,Jangoan,Rabi,Moong(Green Gram),2018,108.0,102.0,0.94
Telangana,Jangoan,Rabi,Moong(Green Gram),2019,44.0,42.0,0.95
Telangana,Jangoan,Rabi,Moong(Green Gram),2020,135.0,129.0,0.96
Telangana,Jangoan,Rabi,Moong(Green Gram),2021,292.0,280.0,0.96
Telangana,Jangoan,Rabi,Moong(Green Gram),2022,22.0,5.0,0.23
Telangana,Jayashankar,Kharif,Moong(Green Gram),2018,105.0,66.0,0.63
Telangana,Jayashankar,Kharif,Moong(Green Gram),2019,185.0,146.0,0.79
Telangana,Jayashankar,Kharif,Moong(Green Gram),2020,152.0,63.0,0.41
Telangana,Jayashankar,Kharif,Moong(Green Gram),2021,101.0,78.0,0.77
Telangana,Jayashankar,Kharif,Moong(Green Gram),2022,15.0,13.0,0.87
Telangana,Jayashankar,Rabi,Moong(Green Gram),2018,229.0,162.0,0.71
Telangana,Jayashankar,Rabi,Moong(Green Gram),2019,664.0,629.0,0.95
Telangana,Jayashankar,Rabi,Moong(Green Gram),2020,157.0,148.0,0.94
Telangana,Jayashankar,Rabi,Moong(Green Gram),2021,101.0,96.0,0.95
Telangana,Jayashankar,Rabi,Moong(Green Gram),2022,23.0,26.0,1.13
Telangana,Jogulamba,Kharif,Moong(Green Gram),2020,30.0,13.0,0.43
Telangana,Jogulamba,Kharif,Moong(Green Gram),2021,3.0,2.0,0.67
Telangana,Jogulamba,Kharif,Moong(Green Gram),2022,9.0,6.0,0.67
Telangana,Jogulamba,Rabi,Moong(Green Gram),2018,39.0,37.0,0.95
Telangana,Jogulamba,Rabi,Moong(Green Gram),2019,140.0,133.0,0.95
Telangana,Jogulamba,Rabi,Moong(Green Gram),2020,198.0,187.0,0.94
Telangana,Jogulamba,Rabi,Moong(Green Gram),2021,118.0,113.0,0.96
Telangana,Jogulamba,Rabi,Moong(Green Gram),2022,61.0,75.0,1.23
Telangana,Kamareddy,Kharif,Moong(Green Gram),2018,4697.0,5185.0,1.1
Telangana,Kamareddy,Kharif,Moong(Green Gram),2019,5814.0,5866.0,1.01
Telangana,Kamareddy,Kharif,Moong(Green Gram),2020,6299.0,5603.0,0.89
Telangana,Kamareddy,Kharif,Moong(Green Gram),2021,4375.0,2502.0,0.57
Telangana,Kamareddy,Kharif,Moong(Green Gram),2022,2560.0,2025.0,0.79
Telangana,Kamareddy,Rabi,Moong(Green Gram),2018,72.0,68.0,0.94
Telangana,Kamareddy,Rabi,Moong(Green Gram),2019,18.0,17.0,0.94
Telangana,Kamareddy,Rabi,Moong(Green Gram),2020,52.0,50.0,0.96
Telangana,Kamareddy,Rabi,Moong(Green Gram),2021,229.0,219.0,0.96
Telangana,Kamareddy,Rabi,Moong(Green Gram),2022,2.0,2.0,1.0
Telangana,Karimnagar,Kharif,Moong(Green Gram),2018,425.0,267.0,0.63
Telangana,Karimnagar,Kharif,Moong(Green Gram),2019,391.0,308.0,0.79
Telangana,Karimnagar,Kharif,Moong(Green Gram),2020,460.0,190.0,0.41
Telangana,Karimnagar,Kharif,Moong(Green Gram),2021,114.0,48.0,0.42
Telangana,Karimnagar,Kharif,Moong(Green Gram),2022,50.0,25.0,0.5
Telangana,Karimnagar,Rabi,Moong(Green Gram),2018,255.0,242.0,0.95
Telangana,Karimnagar,Rabi,Moong(Green Gram),2019,141.0,134.0,0.95
Telangana,Karimnagar,Rabi,Moong(Green Gram),2020,143.0,136.0,0.95
Telangana,Karimnagar,Rabi,Moong(Green Gram),2021,221.0,49.0,0.22
Telangana,Karimnagar,Rabi,Moong(Green Gram),2022,16.0,11.0,0.69
Telangana,Khammam,Kharif,Moong(Green Gram),2018,7976.0,2808.0,0.35
Telangana,Khammam,Kharif,Moong(Green Gram),2019,7091.0,5176.0,0.73
Telangana,Khammam,Kharif,Moong(Green Gram),2020,9906.0,661.0,0.07
Telangana,Khammam,Kharif,Moong(Green Gram),2021,7226.0,2500.0,0.35
Telangana,Khammam,Kharif,Moong(Green Gram),2022,4186.0,2700.0,0.65
Telangana,Khammam,Rabi,Moong(Green Gram),2018,1087.0,1067.0,0.98
Telangana,Khammam,Rabi,Moong(Green Gram),2019,1323.0,1277.0,0.97
Telangana,Khammam,Rabi,Moong(Green Gram),2020,5870.0,5815.0,0.99
Telangana,Khammam,Rabi,Moong(Green Gram),2021,3473.0,3779.0,1.09
Telangana,Khammam,Rabi,Moong(Green Gram),2022,1400.0,1333.0,0.95
Telangana,Komaram bheem asifabad,Kharif,Moong(Green Gram),2018,1155.0,817.0,0.71
Telangana,Komaram bheem asifabad,Kharif,Moong(Green Gram),2019,1285.0,1027.0,0.8
Telangana,Komaram bheem asifabad,Kharif,Moong(Green Gram),2020,1061.0,255.0,0.24
Telangana,Komaram bheem asifabad,Kharif,Moong(Green Gram),2021,718.0,362.0,0.5
Telangana,Komaram bheem asifabad,Kharif,Moong(Green Gram),2022,646.0,344.0,0.53
Telangana,Komaram bheem asifabad,Rabi,Moong(Green Gram),2018,249.0,430.0,1.73
Telangana,Komaram bheem asifabad,Rabi,Moong(Green Gram),2019,311.0,295.0,0.95
Telangana,Komaram bheem asifabad,Rabi,Moong(Green Gram),2020,534.0,505.0,0.95
Telangana,Komaram bheem asifabad,Rabi,Moong(Green Gram),2021,929.0,421.0,0.45
Telangana,Komaram bheem asifabad,Rabi,Moong(Green Gram),2022,867.0,750.0,0.87
Telangana,Mahabubabad,Kharif,Moong(Green Gram),2018,8876.0,4527.0,0.51
Telangana,Mahabubabad,Kharif,Moong(Green Gram),2019,4034.0,3663.0,0.91
Telangana,Mahabubabad,Kharif,Moong(Green Gram),2020,3243.0,256.0,0.08
Telangana,Mahabubabad,Kharif,Moong(Green Gram),2021,1434.0,640.0,0.45
Telangana,Mahabubabad,Kharif,Moong(Green Gram),2022,1185.0,571.0,0.48
Telangana,Mahabubabad,Rabi,Moong(Green Gram),2018,601.0,599.0,1.0
Telangana,Mahabubabad,Rabi,Moong(Green Gram),2019,473.0,507.0,1.07
Telangana,Mahabubabad,Rabi,Moong(Green Gram),2020,1568.0,1307.0,0.83
Telangana,Mahabubabad,Rabi,Moong(Green Gram),2021,2211.0,1817.0,0.82
Telangana,Mahabubabad,Rabi,Moong(Green Gram),2022,1033.0,1056.0,1.02
Telangana,Mahbubnagar,Kharif,Moong(Green Gram),2018,61.0,33.0,0.54
Telangana,Mahbubnagar,Kharif,Moong(Green Gram),2019,100.0,79.0,0.79
Telangana,Mahbubnagar,Kharif,Moong(Green Gram),2020,119.0,50.0,0.42
Telangana,Mahbubnagar,Kharif,Moong(Green Gram),2021,46.0,28.0,0.61
Telangana,Mahbubnagar,Kharif,Moong(Green Gram),2022,85.0,57.0,0.67
Telangana,Mahbubnagar,Rabi,Moong(Green Gram),2019,2.0,2.0,1.0
Telangana,Mahbubnagar,Rabi,Moong(Green Gram),2020,5.0,5.0,1.0
Telangana,Mahbubnagar,Rabi,Moong(Green Gram),2021,45.0,43.0,0.96
Telangana,Mahbubnagar,Rabi,Moong(Green Gram),2022,2.0,2.0,1.0
Telangana,Mancherial,Kharif,Moong(Green Gram),2018,262.0,165.0,0.63
Telangana,Mancherial,Kharif,Moong(Green Gram),2019,91.0,72.0,0.79
Telangana,Mancherial,Kharif,Moong(Green Gram),2020,327.0,136.0,0.42
Telangana,Mancherial,Kharif,Moong(Green Gram),2021,75.0,31.0,0.41
Telangana,Mancherial,Kharif,Moong(Green Gram),2022,22.0,10.0,0.45
Telangana,Mancherial,Rabi,Moong(Green Gram),2018,150.0,142.0,0.95
Telangana,Mancherial,Rabi,Moong(Green Gram),2019,166.0,157.0,0.95
Telangana,Mancherial,Rabi,Moong(Green Gram),2020,288.0,273.0,0.95
Telangana,Mancherial,Rabi,Moong(Green Gram),2021,715.0,1380.0,1.93
Telangana,Mancherial,Rabi,Moong(Green Gram),2022,141.0,160.0,1.13
Telangana,Medak,Kharif,Moong(Green Gram),2018,1304.0,558.0,0.43
Telangana,Medak,Kharif,Moong(Green Gram),2019,2880.0,1319.0,0.46
Telangana,Medak,Kharif,Moong(Green Gram),2020,2439.0,591.0,0.24
Telangana,Medak,Kharif,Moong(Green Gram),2021,1277.0,553.0,0.43
Telangana,Medak,Kharif,Moong(Green Gram),2022,627.0,331.0,0.53
Telangana,Medak,Rabi,Moong(Green Gram),2018,10.0,9.0,0.9
Telangana,Medak,Rabi,Moong(Green Gram),2019,4.0,4.0,1.0
Telangana,Medak,Rabi,Moong(Green Gram),2020,8.0,8.0,1.0
Telangana,Medak,Rabi,Moong(Green Gram),2021,88.0,84.0,0.95
Telangana,Medchal,Kharif,Moong(Green Gram),2019,8.0,6.0,0.75
Telangana,Medchal,Kharif,Moong(Green Gram),2020,15.0,6.0,0.4
Telangana,Medchal,Kharif,Moong(Green Gram),2021,3.0,2.0,0.67
Telangana,Medchal,Rabi,Moong(Green Gram),2021,3.0,3.0,1.0
Telangana,Mulugu,Kharif,Moong(Green Gram),2018,51.0,32.0,0.63
Telangana,Mulugu,Kharif,Moong(Green Gram),2019,39.0,31.0,0.79
Telangana,Mulugu,Kharif,Moong(Green Gram),2020,19.0,8.0,0.42
Telangana,Mulugu,Kharif,Moong(Green Gram),2021,15.0,9.0,0.6
Telangana,Mulugu,Kharif,Moong(Green Gram),2022,1.0,1.0,1.0
Telangana,Mulugu,Rabi,Moong(Green Gram),2018,683.0,482.0,0.71
Telangana,Mulugu,Rabi,Moong(Green Gram),2019,784.0,693.0,0.88
Telangana,Mulugu,Rabi,Moong(Green Gram),2020,638.0,484.0,0.76
Telangana,Mulugu,Rabi,Moong(Green Gram),2021,366.0,238.0,0.65
Telangana,Mulugu,Rabi,Moong(Green Gram),2022,253.0,168.0,0.66
Telangana,Nagarkurnool,Kharif,Moong(Green Gram),2018,37.0,23.0,0.62
Telangana,Nagarkurnool,Kharif,Moong(Green Gram),2019,44.0,35.0,0.8
Telangana,Nagarkurnool,Kharif,Moong(Green Gram),2020,90.0,37.0,0.41
Telangana,Nagarkurnool,Kharif,Moong(Green Gram),2021,21.0,13.0,0.62
Telangana,Nagarkurnool,Kharif,Moong(Green Gram),2022,15.0,10.0,0.67
Telangana,Nagarkurnool,Rabi,Moong(Green Gram),2018,2.0,2.0,1.0
Telangana,Nagarkurnool,Rabi,Moong(Green Gram),2019,56.0,53.0,0.95
Telangana,Nagarkurnool,Rabi,Moong(Green Gram),2020,304.0,288.0,0.95
Telangana,Nagarkurnool,Rabi,Moong(Green Gram),2021,180.0,172.0,0.96
Telangana,Nagarkurnool,Rabi,Moong(Green Gram),2022,43.0,50.0,1.16
Telangana,Nalgonda,Kharif,Moong(Green Gram),2018,464.0,112.0,0.24
Telangana,Nalgonda,Kharif,Moong(Green Gram),2019,211.0,62.0,0.29
Telangana,Nalgonda,Kharif,Moong(Green Gram),2020,301.0,124.0,0.41
Telangana,Nalgonda,Kharif,Moong(Green Gram),2021,131.0,38.0,0.29
Telangana,Nalgonda,Kharif,Moong(Green Gram),2022,44.0,39.0,0.89
Telangana,Nalgonda,Rabi,Moong(Green Gram),2018,12.0,11.0,0.92
Telangana,Nalgonda,Rabi,Moong(Green Gram),2019,56.0,53.0,0.95
Telangana,Nalgonda,Rabi,Moong(Green Gram),2020,259.0,245.0,0.95
Telangana,Nalgonda,Rabi,Moong(Green Gram),2021,901.0,863.0,0.96
Telangana,Nalgonda,Rabi,Moong(Green Gram),2022,508.0,765.0,1.51
Telangana,Narayanapet,Kharif,Moong(Green Gram),2018,3871.0,2098.0,0.54
Telangana,Narayanapet,Kharif,Moong(Green Gram),2019,1561.0,617.0,0.4
Telangana,Narayanapet,Kharif,Moong(Green Gram),2020,1856.0,1091.0,0.59
Telangana,Narayanapet,Kharif,Moong(Green Gram),2021,1243.0,474.0,0.38
Telangana,Narayanapet,Kharif,Moong(Green Gram),2022,1288.0,774.0,0.6
Telangana,Narayanapet,Rabi,Moong(Green Gram),2019,7.0,7.0,1.0
Telangana,Narayanapet,Rabi,Moong(Green Gram),2020,174.0,166.0,0.95
Telangana,Narayanapet,Rabi,Moong(Green Gram),2021,303.0,290.0,0.96
Telangana,Narayanapet,Rabi,Moong(Green Gram),2022,16.0,11.0,0.69
Telangana,Nirmal,Kharif,Moong(Green Gram),2018,1060.0,788.0,0.74
Telangana,Nirmal,Kharif,Moong(Green Gram),2019,922.0,744.0,0.81
Telangana,Nirmal,Kharif,Moong(Green Gram),2020,462.0,97.0,0.21
